,Restaurant_Name,Inspection_Score,vp_total
47126,FUEL STOP,80,20.0
47127,WHOLE FOODS MARKET (FOOD COUNTER/ SALAD BARS),100,0.0
47128,OJOS LOCOS,88,12.0
47129,DONUT KING,85,15.0
47130,HIGHLAND FOOD STORE,89,11.0
47131,TERRACE #5026 BIG DAWGS 318,97,3.0
47132,DIGG'S,81,19.0
47133,DOMINO'S PIZZA #6929,85,15.0
47134,HOT N CREAMY DONUTS,88,12.0
47135,WIT'S END CLUB,95,5.0
47136,SKYLINE STUDENT KITCHEN - CULINARY,92,8.0
47137,CHANTILLY BAKERY,92,8.0
47138,AVANTI RISTORANTI,93,7.0
47139,STAR FOOD & DELI,85,15.0
47140,THE CONTINENTAL RESTAURANT,91,9.0
47141,NORTHWOOD CLUB FITNESS FACILITY,82,18.0
47142,CEDAR CREST ELEMENTARY SCHOOL,89,11.0
47143,HIGHLAND OAKS CHURCH OF CHRIST/FELLOWSHIP HALL,90,10.0
47144,HAMILTON PARK ELEMENTARY,95,5.0
47145,SAVERS COST PLUS-BAKERY,81,19.0
47146,EL CALENTANO TORTERIA & TAQUERIA,70,30.0
47147,WINGSTOP,96,4.0
47148,EL RIO GRANDE SUPERMARKET PRODUCE,100,0.0
47149,RICHLAND COLLEGE BOOKSTORE,92,8.0
47150,FIESTA MART #74 GROCERY/ PRODUCE,94,6.0
47151,WAL-MART #5810 (GROCERY),93,7.0
47152,SUSHI YA RESTAURANT,93,7.0
47153,RBC,95,5.0
47154,TAQUERIA ANGIE,94,6.0
47155,COOL ZONE BEVERAGE,89,11.0
47156,IN-N-OUT BURGER #259,100,0.0
47157,STOCKS & BONDY,94,6.0
47158,MIQUEL'S CANTINA & RESTAU,91,9.0
47159,7-ELEVEN CONVENIENCE STORE #36002C,88,12.0
47160,NODDING DONKEY,70,30.0
47161,STARBUCKS,95,5.0
47162,THE BLUE FISH,76,24.0
47163,CC YOUNG RETIREMENT CENTER,97,3.0
47164,BIG SHUCKS,80,20.0
47165,VERMONT GROCERY STORE,80,20.0
47166,OJEDA'S,85,15.0
47167,MOLA MOLA,88,12.0
47168,REED'S BBQ,86,14.0
47169,8 CLOVES,91,9.0
47170,RAISING CANE'S,98,2.0
47171,FAMILY DOLLAR #2141,98,2.0
47172,STARBUCKS COFFEE COMPANY,94,6.0
47173,HAVANA CAFE,81,19.0
47174,WARWICK MELROSE HOTEL - MAIN KITCHEN,94,6.0
47175,WHOLE FOODS MARKET-JUICE BAR,98,2.0
47176,DIGG'S,87,13.0
47177,ALONTI CAFE,90,10.0
47178,MILO BUTTERFINGERS,89,11.0
47179,NUTRITION 24/FIT,98,2.0
47180,PRESTON PLAZA CAFE & AT YOUR SERVICE CATERING,93,7.0
47181,THE RESERVE OF NORTH DALLAS,88,12.0
47182,THE NUTTY BAVARIAN 1ST FLOOR,100,0.0
47183,ROCKYANO'S PIZZA,88,12.0
47184,BIERNAT'S RESTAURANT,83,17.0
47185,FRANKI'S,96,4.0
47186,INCHON FOOD,96,4.0
47187,UNLEAVENED FRESH KITCHEN,92,8.0
47188,LA MICHOACANA/CARNICERIA,95,5.0
47189,FRIENDLY CHEVROLET,89,11.0
47190,ADMIRAL FOH 4084,99,1.0
47191,DAIRY QUEEN #13981,98,2.0
47192,CHURCH'S CHICKEN,91,9.0
47193,MEDINA OVEN & BAR,87,13.0
47194,AFC SUSHI,95,5.0
47195,BON APPETIT @ PEROT #31411/31416,90,10.0
47196,TONY'S NEIGHBORHOOD FOOD,93,7.0
47197,DON JORGE'S COCINA,90,10.0
47198,FOOD CONCEPCION LLC,81,19.0
47199,SUPER MERCADO MEXICO,84,16.0
47200,MARISCOS LA MAREA,80,20.0
47201,SUITE 3B,80,20.0
47202,KOMART MARKET PLACE DELI/FOOD COURT,87,13.0
47203,A TO Z FOOD MART,97,3.0
47204,UP ON KNOX,81,19.0
47205,DAIRY QUEEN #13981,94,6.0
47206,CHARLEY'S GRILLED SUBS,90,10.0
47207,BOOMER JACK WINGS & GRILL,96,4.0
47208,WESTIN (PASTRY),96,4.0
47209,99 CENTS ONLY STORE,94,6.0
47210,ONE STOP FOOD,83,17.0
47211,RAINBOW ICE CREAM SHOP #1,90,10.0
47212,SMOOTHIE FACTORY,87,13.0
47213,BURGER KING,94,6.0
47214,MY BEER STORE 2,96,4.0
47215,BRAUM'S ICE CREAM #185,90,10.0
47216,"FRESHELLA CATERING, INC",93,7.0
47217,S CENTRAL 1ST GAS BEER & WINE,80,20.0
47218,BODY RE FUEL 2,85,15.0
47219,CIBO DIVINO,90,10.0
47220,CVS PHARMACY,93,7.0
47221,FIESTA MART #58 KIOSK,95,5.0
47222,BUCKNER TIGER MART #76,99,1.0
47223,HILTON GARDEN INN BAR,97,3.0
47224,FAMILY DOLLAR #3805,93,7.0
47225,THAI LOTUS KITCHEN,87,13.0
47226,FAMILY DOLLAR,100,0.0
47227,QUE BUEN TACO,82,18.0
47228,RESTAURANT EY TIENDA ELMANA #2 PANADERIA,88,12.0
47229,JACK IN THE BOX #734,95,5.0
47230,DOLLAR TREE,92,8.0
47231,SHOP N GO #12,87,13.0
47232,EL POLLO REGIO,80,20.0
47233,BOTTLED BLONDE DALLAS (FRONT BAR & KITCHEN),81,19.0
47234,JOY DONUTS,90,10.0
47235,NM-ZODIAC REST,92,8.0
47236,OK CORRAL - BAR 2,97,3.0
47237,WAFFLE HOUSE,81,19.0
47238,"REAL NICE PLACE, LLC",95,5.0
47239,JACK IN THE BOX,98,2.0
47240,GATEWAY #30,90,10.0
47241,LUNA COCINA,83,17.0
47242,HOTEL LAWRENCE,94,6.0
47243,7-11 #22948,97,3.0
47244,SI TAPAS RESTAURANT BAR,93,7.0
47245,CENTENNIAL BAR & BUFFET,96,4.0
47246,MARISCOS Y REPOSTERIA GUADALAJARA,89,11.0
47247,EDELIN'S SHAKES & CAKES,84,16.0
47248,SUMO SHACK,94,6.0
47249,MARISCOS LA MAREA,66,34.0
47250,GRAYSON CORNER STORE,85,15.0
47251,FIESTA MART #71 (MEAT),95,5.0
47252,SHELL ON THE GO,90,10.0
47253,SUBWAY,94,6.0
47254,ZAGUAN EXPRESS,98,2.0
47255,ADOLPHUS HOTEL (CITY HALL),98,2.0
47256,OUR REDEEMER LUTHERAN CHURCH,93,7.0
47257,M DONUT SHOP,98,2.0
47258,"FIRST WATCH RESTAURANTS, INC. 245",90,10.0
47259,LANG MIDDLE SCHOOL/CAFETERIA,97,3.0
47260,MCDONALDS,80,20.0
47261,7-ELEVEN STORE #34112,96,4.0
47262,CASHSAVER MEAT/FISH,88,12.0
47263,SPRING CREEK BARBEQUE,80,20.0
47264,WHATABURGER,88,12.0
47265,CAMPUZANO,86,14.0
47266,MCDONALDS,96,4.0
47267,CAMP EL HAR,84,16.0
47268,METROPOLITAN CAFE,88,12.0
47269,LITTLE CAESARS PIZZA,94,6.0
47270,PEET' S COFFE BAR,97,3.0
47271,POLLO CASA,87,13.0
47272,TACOS MARIACHI,94,6.0
47273,JOHNNY'S CLUB VEGAS,83,17.0
47274,LEE'S DONUT,96,4.0
47275,O.E. PENGUIN,92,8.0
47276,FUJISAN SUSHI,99,1.0
47277,SOUTHWEST AIRLINES (COFFEE BAR),97,3.0
47278,PERIDOT COFFEE,98,2.0
47279,BUFFALO'S WINGS & PHILLY STEAK,97,3.0
47280,STARBUCKS COFFEE #10648,94,6.0
47281,SONIC DRIVE IN,98,2.0
47282,LOUISIANA FRIED CHICKEN,95,5.0
47283,GREAT OUTDOORS SUB SHOP,93,7.0
47284,TAQUERIA JUANITA BONITA,94,6.0
47285,DALLAS SPEED ZONE,80,20.0
47286,CVS PHARMACY #7742,94,6.0
47287,MILK AND CREAM,87,13.0
47288,MCDONALD'S IN WALMART,95,5.0
47289,COSTCO WHOLESALE (DELI/ ROSTISSERIE),99,1.0
47290,JACK POT CLUB,94,6.0
47291,AIR CULINAIRE,97,3.0
47292,POST TIME,86,14.0
47293,LAKE HIGHLANDS JR HIGH,100,0.0
47294,CHEESECAKE ROYAL,96,4.0
47295,KATE WEISER CHOCOLATE (KIOSK),98,2.0
47296,CVS PHARMACY,95,4.0
47297,MCDONALD'S RESTAURANT,93,7.0
47298,GENEVA HEIGHTS ELEMENTARY SCHOOL,95,5.0
47299,HARRYHINES SHELL,94,6.0
47300,STATION 4 DOWNSTAIRS,99,1.0
47301,OK CORRAL - BAR 1,100,0.0
47302,LUCKY RICE,86,14.0
47303,KAVANNA'S KITCHEN CONCESSIONS AND CATERING,70,30.0
47304,PIZZA HUT 744124,91,9.0
47305,SUSIE CAKES,90,10.0
47306,FOREST WEST #2,94,6.0
47307,JACK IN THE BOX #794,78,22.0
47308,LENNY'S SUB SHOP,91,9.0
47309,JIMMY JOHN'S,90,10.0
47310,JACK IN THE BOX,91,9.0
47311,TIENDA SANTA ROSA,98,2.0
47312,NEW RUSH HOUR FOODMART KITCHEN,100,0.0
47313,SHELL C F HAWN (DELI),97,3.0
47314,KWICK STOP BEER & WINE,93,7.0
47315,RAGIN CRAB,64,36.0
47316,DOLLAR GENERAL STORE,93,7.0
47317,TJ'S FRESH SEAFOOD MARKET & GRILL,84,16.0
47318,AMAZING WRAP,98,2.0
47319,CVS PHARMACY,96,4.0
47320,TNT SPORTS PAGE,86,14.0
47321,R C BURLESON ELEMENTARY,98,2.0
47322,MR K CONVENIENCE STORE / DELI,87,13.0
47323,BENT TREE CC TENNIS,86,14.0
47324,ANTHONY'S EATALIAN PIZZA,95,5.0
47325,WOLFGANG PUCK CATERING-BUTCHER ROOM,100,0.0
47326,BREAD WINNERS CAFE & BAKERY,85,15.0
47327,GOLDEN CHICK,92,8.0
47328,SISHI DE HANDROLL,92,8.0
47329,SNAPPY SALADS,94,6.0
47330,BUTTERFIELD GOURMET LLC,88,12.0
47331,7-7-ELEVEN #33121,76,24.0
47332,TEXACO,98,2.0
47333,GOLDEN STAR DONUTS,98,2.0
47334,DEESWAY GROCERY,90,10.0
47335,JACK IN THE BOX #799,87,13.0
47336,PT'S MENS CLUB,86,14.0
47337,SOUTHPAW'S ORGANIC GRILL,97,3.0
47338,TAQUERIA VALERIANA,88,12.0
47339,CARLO'S BAKERY,82,18.0
47340,NORI HANDROLL BAR,93,7.0
47341,SAM FOOD & BEER,96,4.0
47342,7-ELEVEN CONVENIENCE STORE #12214,89,11.0
47343,WHATABURGER #846,99,1.0
47344,AUNT MARY'S SNACK BAR,80,20.0
47345,THURGOOD MARSHALL ELEMENTARY SCHOOL,86,14.0
47346,9999,98,2.0
47347,GOLDEN CHICK,95,5.0
47348,FIESTA MART #71 (HOT DELI),81,19.0
47349,SHAYNA'S PLACE,92,8.0
47350,FOODWORKS DALLAS KITCHEN #7,100,0.0
47351,CAFE SALSEPA,86,14.0
47352,GATEWAY,96,4.0
47353,$ STUFF & MORE,92,8.0
47354,TACO CASA,95,5.0
47355,STARBUCKS,96,4.0
47356,SUPER MERCADO MONTERREY KITCHEN,94,6.0
47357,TACHITO'S MEXICAN,89,11.0
47358,MAZA MEXICAN RESTAURANT,92,8.0
47359,LALIBELA ETHIOPIAN RESTAURANT,89,11.0
47360,STOP & SHOP #2,97,3.0
47361,STARBUCKS COFFEE #6291,98,2.0
47362,THE MOTH,76,24.0
47363,CVS PHARMACY,91,9.0
47364,SPRING CREEK BARBEQUE,80,20.0
47365,VIDA ESPERANZA,97,3.0
47366,COSMOPOLITAN,84,16.0
47367,MR. BIGOTES TAQUERIA,97,3.0
47368,CHINA DRAGON,96,4.0
47369,TRADEWINDS CLUB,88,12.0
47370,TOM THUMB /STARBUCKS,93,7.0
47371,YOKOHAMA JAPANESE RESTAURANT,86,14.0
47372,SONIC DRIVE IN,94,6.0
47373,CHICAGO'S TASTE AND MORE,93,7.0
47374,EL MERENDERO RESTAURANT,81,19.0
47375,CRISPY CHICKEN & RICE,89,11.0
47376,YOU JIN BBQ CHICKEN,90,10.0
47377,COST PLUS,93,7.0
47378,TERRACE #5024 HOT POPPED AND TWISTED 317,98,2.0
47379,MI COCINA,94,6.0
47380,WHISKERS FISH & BURGERS,82,18.0
47381,VALERO CORNER STORE #2276,88,12.0
47382,PENTHOUSE DOWNSTAIRS,88,12.0
47383,THE BLUE FISH,90,10.0
47384,ROSS & HALL BEER GARDEN AND KITCHEN,84,16.0
47385,ME & MOM'S DINER,86,14.0
47386,HOTEL ZAZA EMPLOYEE CAFETERIA,97,3.0
47387,TACO BELL/PIZZA HUT #370,91,9.0
47388,CROWN PLAZA MARKET CENTER-BAR,95,5.0
47389,CVS #10056,95,5.0
47390,TRUE GUYS CORP,94,6.0
47391,SUR LE TABLE,94,6.0
47392,CPF SENIOR LIVING (TRATTORA),83,17.0
47393,EMBASSY SUITES PARK CENTRAL BREAKFAST KITCHEN,92,8.0
47394,BROTHERMANS BARBEQUE,92,8.0
47395,DALLAS BETHLEHEM CENTER INC,85,15.0
47396,TUYET TOFU,87,13.0
47397,MONTERREY RESTAURANT & BBQ,84,16.0
47398,M UNION STORE,97,3.0
47399,STARBUCKS COFFEE #6359,98,2.0
47400,MIDWAY DELI & SMOOTHIES,85,15.0
47401,LA FAMILIA MEAT MARKET BEER AND WINE & TAQUERIA,87,13.0
47402,JERSEY MIKE'S SUBS,96,4.0
47403,HICKS RESIDENCE COOKIN'S,80,20.0
47404,"THE TOWER AND REGENCY ROW RESIDENCES, INC",98,2.0
47405,SOUL CHICKEN & WAFFLES,92,8.0
47406,CINNAHOLIC,98,2.0
47407,COLUMBIA HOSPITAL AT MEDICAL CITY - PHYSICIAN LOUNGE,97,3.0
47408,PHO MIDWAY,91,9.0
47409,BASKIN ROBINS / TEXSPRESS,100,0.0
47410,OJOS LOCOS,86,14.0
47411,ACENSION COFFEE ROASTERS LP,89,11.0
47412,SONIC DRIVE IN,82,18.0
47413,EL MOLINO TORTILLERIA,91,9.0
47414,MONARCH PAVILION REHABILITATION SUITES,92,8.0
47415,GATEWAY #27,93,7.0
47416,EXPRESS FOOD MART,88,12.0
47417,TOM THUMB #3608 DELI,97,3.0
47418,JOHN RUNYON ELEMENTARY,95,5.0
47419,GLORIA'S RESTAURANT,87,13.0
47420,LIFE SCHOOL MOUNTAIN CREEK,91,9.0
47421,CITY COUNCIL RESTAURANT & BAR,83,17.0
47422,ROCKY MOUNTAIN CHOCOLATE FACTORY,97,3.0
47423,SOUTHERN MAID DONUTS,91,9.0
47424,CROWN PLAZA EMPLOYEE CAFETERIA,96,4.0
47425,CVS PHARMACY,94,6.0
47426,GABRIELA & SOPIA'S TEX-MEX,80,20.0
47427,PEPE'S GROCERY DELI,80,20.0
47428,KABUKI RESTAURANTS,91,9.0
47429,CHICK-FIL-A,97,3.0
47430,JARRO CAFE,92,8.0
47431,MAPLE STREET CAFE,96,4.0
47432,OATES FOOD STORE,92,8.0
47433,SARAH ZUMWALT JR H S,94,6.0
47434,GROCERY/PRODUCE,89,11.0
47435,EXECU STORE,96,4.0
47436,SOUTH BUCKNER FOOD MART,90,10.0
47437,FITZHUGH CHEVRON,91,9.0
47438,DEL NORTE BAKERY,92,8.0
47439,MERCAT RESTAURANT,89,11.0
47440,"MS V'S SOUL FOOD, BURGERS & CHICKEN",80,20.0
47441,SDI 3627 DALLAS TX (SONIC DRIVE IN),93,7.0
47442,DAN SUNG SA,90,10.0
47443,WAL-MART #5931 DELI,90,10.0
47444,FERGUSON DONUTS,92,8.0
47445,EL RIO GRANDE SUPER MERCADO #3/FRUTERIA,93,7.0
47446,HOWDY MART,88,12.0
47447,ST CECILIA SCHOOL,95,5.0
47448,FRIENDLY CHEVROLET,84,16.0
47449,PIZZA PATRON,93,7.0
47450,TOULOUSE,90,10.0
47451,SONIC DRIVE IN,88,12.0
47452,EL RIO GRANDE SUPERMERCADO #3/MEAT & SEAFOOD,95,5.0
47453,CHILI'S GRILL & BAR,80,20.0
47454,MEAT MARKET,97,3.0
47455,SIDEBAR PATIO,97,3.0
47456,I AM THE JUICE PLACE,96,4.0
47457,YUMILICIOUS,80,20.0
47458,KING OF GLORY LUTHERAN,95,5.0
47459,BOULEVARDIER,87,13.0
47460,PAPA MURPHY'S TAKE N' BAKE PIZZA,96,4.0
47461,MASKARAS MEXICAN GRILL,95,5.0
47462,CHEF HOUSE RESTAURANT,91,9.0
47463,EL TIZONCITO III,91,9.0
47464,WILLIAMS FRIED CHICKEN,96,4.0
47465,TAQUERIA LOS ALSOS DE JALISCO,83,17.0
47466,TATI'S FOOD STORE,90,10.0
47467,WEST END HOTEL BAR,96,4.0
47468,DOLLAR TREE,87,13.0
47469,BASKIN ROBBINS,82,18.0
47470,TIFFS TREATS,99,1.0
47471,FRIENDLY FOOD MART DELI,94,6.0
47472,JOE'S PRODUCE,93,7.0
47473,7-ELEVEN #34120,96,4.0
47474,PHOENIX HOUSE,95,5.0
47475,KP FOOD MART/ TAQUERIA,83,17.0
47476,E.D. WALKER MIDDLE SCHOOL,99,1.0
47477,MCDONALDS,70,30.0
47478,JAKE'S HAMBURGERS,90,10.0
47479,MESQUITE ISD FOOD SERVICES,97,3.0
47480,COOL RIVER CAFE CRC01,91,9.0
47481,EAST HAMPTON SANDWICH CO.,81,19.0
47482,7-ELEVEN CONVENIENCE STORE #37692A,87,13.0
47483,BOSTON MARKET #584,90,10.0
47484,BUCKS WILD,95,5.0
47485,FUEL TOWN FUEL CITY TAQUERIA,81,19.0
47486,EASY SLIDER,87,13.0
47487,ZIO AL'S PIZZA & PASTA,91,9.0
47488,TNT SPORTS PAGE,84,16.0
47489,TORTACO,92,8.0
47490,RICE XPRESS,87,13.0
47491,A-PLUS EXPRESS KIOSK,99,1.0
47492,ADORA MIDTOWN PARK (2nd FLOOR),97,3.0
47493,ARCO IRIS PRIVATE CLUB,87,13.0
47494,MARBLE SLAB CREAMERY,96,4.0
47495,CVS PHARMACY #7623,91,9.0
47496,TRI STAR FOOD MART,100,0.0
47497,D G BURNETT ELEMENTARY - AREA C,95,5.0
47498,MEAT/SEAFOOD,100,0.0
47499,BOWEN HOUSE,92,8.0
47500,LIU'S KITCHEN,83,17.0
47501,STARBUCKS,97,3.0
47502,MIMIS PIZZERIA,88,12.0
47503,CHICK-FIL-A,97,3.0
47504,TOMATO PIE,85,15.0
47505,EL RIO GRANDE SUPERMARKET #7 - MEAT,97,3.0
47506,DOLLAR GENERAL #15981,89,11.0
47507,ACCENT FOOD SERVICES- TIER REIT,97,3.0
47508,GORDITAS,91,9.0
47509,COTTON BOWL STAND #3,95,5.0
47510,JIMMY JOHNS GOUMET SANDWICHES,92,8.0
47511,POPCORN REPUBLIC,97,3.0
47512,KROGER #511 (DELI),83,17.0
47513,UNCLE JULIO'S,88,12.0
47514,TORTILLERIA LA NORTENA,99,1.0
47515,A & K MART,89,11.0
47516,TACO CABANA,96,4.0
47517,FIESTA MART DELI,89,11.0
47518,FOREST MEADOW JR HIGH,95,5.0
47519,KFC,96,4.0
47520,SHERATON DALLAS-BANQUET KITCHEN,96,4.0
47521,STARBUCKS COFFEE,97,3.0
47522,AMAZING DONUTS BAKERY,91,9.0
47523,CB RICHARD ELLIS,94,6.0
47524,SONNY'S FOOD STORE,96,4.0
47525,YOGURT TIME,84,16.0
47526,ASIAN GROCERY,85,15.0
47527,CIBO DIVINO,87,13.0
47528,TARGET #T-0055 - DELI,91,9.0
47529,TOM THUMB #3650 DELI,94,6.0
47530,ANTOGITOS REGIOS,88,12.0
47531,CAFE BRAZIL,83,17.0
47532,GRAM'S DONUTS,84,16.0
47533,M & M FOOD STORE,95,5.0
47534,FORUM AT PARK LANE 2ND FLOOR,99,1.0
47535,WHOLE FOOD MARKET GROCERY,90,10.0
47536,SMART MART,89,11.0
47537,LOVERS LN UMC CAFE,96,4.0
47538,BURGER ISLAND,87,13.0
47539,SANDAGA 813,95,5.0
47540,ZOE'S KITCHEN,81,19.0
47541,SUBWAY,92,8.0
47542,CIGALLOU ELEMENTARY SCHOOL,94,6.0
47543,FRATERNAL ORDER OF EAGLES,93,7.0
47544,ALTERNATIVE CENTER @ VILLAGE FAIR,94,6.0
47545,FIESTA MART #71 (GROCERY),94,6.0
47546,TACO BELL #364,91,9.0
47547,OLD CHICAGO RESTAURANT,96,4.0
47548,LA AZTECA MEAT MARKET DELI,92,8.0
47549,TORTAS LAS TORTUGAS,88,12.0
47550,50305 LA SABROCITA #3 FRUTERIA,96,4.0
47551,YOKOHAMA JAPANESE RESTAURANT,89,11.0
47552,HYATT HOUSE HOTEL,85,15.0
47553,PRODUCTION KITCHEN,99,1.0
47554,POPEYES #586,94,6.0
47555,BLUE BAMBOO,82,18.0
47556,ROYAL TAQUERIA,89,11.0
47557,7-ELEVEN CONVENIENCE STORE #38039A,82,18.0
47558,NOBLE REY BREWING CO.,96,4.0
47559,SLIM CHICKENS,95,5.0
47560,PIZZA PATRON,85,15.0
47561,WESTIN GALLERIA DALLAS MAIN KITCHEN,88,12.0
47562,HALL'S HONEY FRIED CHICKEN & BBQ,80,20.0
47563,TEAM BUILDING WITH TASTE,90,10.0
47564,LAUREL TAVERN,90,10.0
47565,IRMA LERMA RANGEL SCHOOL,96,4.0
47566,HAPPY HOUSE DELI,94,6.0
47567,EINSTEIN BROS BAGELS,88,12.0
47568,QT FOOD MART (GROCERY),83,17.0
47569,7-ELEVEN #27206,91,9.0
47570,TACO CABANA #705,76,24.0
47571,DALLAS ZOO HIPPO OUTPOST LODGE,99,1.0
47572,DOMA SEOLLEONGTANG,93,7.0
47573,THE ORION BALLROOM,86,14.0
47574,RESTAURANT DEGOLYER,94,6.0
47575,JAKE'S HAMBURGERS,84,16.0
47576,STEVENS PARK GOLF COURSE,93,7.0
47577,METHOD COFFEE,88,12.0
47578,CENTERPLATE WEST KITCHEN,92,8.0
47579,BRENTFIELD ELEMENTARY 2ND K-2,98,2.0
47580,J L LONG JR HIGH,87,13.0
47581,STARBUCKS COFFEE #9850,93,7.0
47582,RESIDENCE INN STORE,97,3.0
47583,MURPHY'S DELI,80,20.0
47584,LAS FRESITAS NEVERIA Y FRUTERIA,91,9.0
47585,LAS HUASTECAS,88,12.0
47586,LA SALSA VERDE TAQUERIA,89,11.0
47587,BENT TREE CC POOL,96,4.0
47588,FIESTA MART BAKERY,92,8.0
47589,6-TWELVE FOOD STORE,93,7.0
47590,PIZZA HUT 329,97,3.0
47591,LA MARKETA GROCERY,86,14.0
47592,CHURCH'S CHICKEN #4560,91,9.0
47593,KFC/ TACO BELL,85,15.0
47594,H B GONZALEZ ELEMENTARY SCHOOL,96,4.0
47595,PALMIERI CAFE,98,2.0
47596,NOBLE REY BREWING CO.,98,2.0
47597,THE CARIBBEAN CABANA,92,8.0
47598,JERSEY MIKE'S SUBS,82,18.0
47599,MEGA BITES,92,8.0
47600,WIMPY'S JR,83,17.0
47601,MACDEB FOOD MART,94,6.0
47602,LIBERTINE,70,30.0
47603,C-STORE KITCHEN,78,22.0
47604,SAM'S CLUB GROCERY,86,14.0
47605,THE GRAPE,90,10.0
47606,THAI THAI,92,8.0
47607,SHIVAS BAR & GRILL,85,15.0
47608,EATZIS BAKERY AREA,99,1.0
47609,GEORGE B DEALEY,96,4.0
47610,TOM THUMB #1540 DELI,96,4.0
47611,CHIPOTLE MEXICAN GRILL,95,5.0
47612,HAYSTACK BURGERS & BARLEY,87,13.0
47613,LA HAWAIANA,84,16.0
47614,STIRR - UPSTAIRS PATIO BAR,99,1.0
47615,BROOKLYN CAFE DELI & GRILL,82,18.0
47616,RACETRAC PETROLEUM #613,83,17.0
47617,JP'S CAFE,96,4.0
47618,TEPA BAR & GRILL,78,22.0
47619,MILLE LIRE,90,10.0
47620,RED BIRD SOCCER ZONE,87,13.0
47621,RIO BRAVO BAR & RESTAURANT SEAFOOD & BAR INC,94,6.0
47622,OAK CLIFF BIBLE FELLOWSHIP (BLDG A),89,11.0
47623,EL RIO GRANDE #1,91,9.0
47624,JULIUS DORSEY ELEMENTARY,96,4.0
47625,JOE'S SEAFOOD,92,8.0
47626,SKILLMAN WOK,93,7.0
47627,FRUTERIA Y NEVERIA EL CHIROLO,82,18.0
47628,C.J.'S BILLIARD,92,8.0
47629,CHILLY MART #11,89,11.0
47630,LEELA'S DOWNSTAIRS,95,5.0
47631,LA AZTECA MEAT MARKET MEAT,96,4.0
47632,UNCLE JULIO'S,87,13.0
47633,BRADY CENTER,96,4.0
47634,TEXACO S&A FOOD MART,76,24.0
47635,DALLAS GRILLED CHEESE CO,91,9.0
47636,"GBC FOOD SERVICES, LLC (INSIDE KROGER)",97,3.0
47637,FAMILY DOLLAR #2872,93,7.0
47638,DEL NORTE BAKERY,94,6.0
47639,SUNSHINE DONUTS,84,16.0
47640,CAMBRIA HOTEL &  SUITES (KITCHEN),99,1.0
47641,DALLAS ENVIRONMENTAL SCIENCE,95,5.0
47642,WAL-MART #3015 - DELI,100,0.0
47643,CORNER BAKERY,91,9.0
47644,7-11 #24092,97,3.0
47645,MARIO BROS TACOS,90,10.0
47646,LAS PALMAS TACOS Y PALETERIA,91,9.0
47647,PIZZA HUT,92,8.0
47648,ALDI TEXAS LLC #30,92,8.0
47649,LA FAMILIA MEAT MARKET BEER AND WINE & TAQUERIA,91,9.0
47650,IN & OUT MART,84,16.0
47651,TEXAS DE BRAZIL,85,15.0
47652,FAST WOK,87,13.0
47653,BIG MAMA'S CHICKEN & WAFFLES,85,15.0
47654,FRUTERIA CANO,88,12.0
47655,DAVE'S DELI,93,7.0
47656,WINGSTOP,96,4.0
47657,PAPA JOHN'S PIZZA,96,4.0
47658,PREGO PASTA HOUSE,85,15.0
47659,THE COVE AT SAMUELL GRAND CONCESSIONS,94,6.0
47660,RACETRAC PETROLEUM #486,90,10.0
47661,MARILLAC SENIOR CNTR,95,5.0
47662,DOMINO'S PIZZA,93,7.0
47663,POTBELLY SANDWICH WORKS,95,5.0
47664,MOTOPIA,96,4.0
47665,TABOO LOUNGE,83,17.0
47666,STARS GROCERY & GRILL,83,17.0
47667,BUDA JUICE,94,6.0
47668,VILLAGE BURGER BAR,69,31.0
47669,SDI 3627 DALLAS TX (SONIC DRIVE IN),91,9.0
47670,EL PULPO RESTAURANT,80,20.0
47671,FIRST BAPTIST ACADEMY,93,7.0
47672,LEO Y CHURRO TAQUERIA,94,6.0
47673,PRODUCE PREP - PHASE 1,93,7.0
47674,PARLOR ON COMMERCE,97,3.0
47675,LIQUID ZOO SPORTS & CIGAR BAR,98,2.0
47676,SAPA HOUSE,88,12.0
47677,THE FAMILY PLACE,92,8.0
47678,CHECKERED PAST WINERY,94,6.0
47679,SERIOUS PIZZA.,90,10.0
47680,TWISTED TREATS,95,5.0
47681,SOUTHSIDE GROCERY,80,20.0
47682,WORLD FOOD WAREHOUSE GROCERY/DELI,86,14.0
47683,SANKOFA KITCHEN,86,14.0
47684,SUSHI ROCK,94,6.0
47685,ONE STOP FOOD STORE,94,6.0
47686,TACOS FRONTERA,90,10.0
47687,LA MICHOACANA MEAT MARKET #7,88,12.0
47688,LA MICHOACANA MEAT MARKET-MEAT MARKET,97,3.0
47689,ONE STOP LUCKY FOOD MART,85,15.0
47690,KROGER #518 DELI,86,14.0
47691,CRIMSON ASIAN CUISINE,90,10.0
47692,BLACK FRIAR PUB UPSTAIRS,98,2.0
47693,WATER WHEELS SNOWCONE #1,93,7.0
47694,AFC SUSHI @ TOM THUMB #3570,100,0.0
47695,SALATA,96,4.0
47696,MARISCOS LA REYNA,80,20.0
47697,TOM THUMB #2642 DELI,95,5.0
47698,SONIC DRIVE IN,89,11.0
47699,DISD VENDING #1 & 2 @ RICHLAND COLLEGE,97,3.0
47700,HERE,83,17.0
47701,EMPANADAS MARIPOSA,80,20.0
47702,TACOS EL PATRON,74,26.0
47703,GREAT OUTDOORS SUB SHOP,97,3.0
47704,RITZ CARLTON HOTEL-SPA,100,0.0
